tripID,CLS_ID,nbAnglers,return_date_ymd,state,RED SNAPPER_kept,RED SNAPPER_released,VERMILION SNAPPER_kept,VERMILION SNAPPER_released,KING MACKEREL_kept,KING MACKEREL_released,SPANISH MACKEREL_kept,SPANISH MACKEREL_released,RED GROUPER_kept,RED GROUPER_released,WHITE GRUNT_kept,WHITE GRUNT_released,RED PORGY_kept,RED PORGY_released
13992,84,7,2017-08-07,FL,NA,NA,15,0,1,0,NA,NA,NA,NA,NA,NA,8,0
13993,84,7,2017-08-10,FL,NA,NA,NA,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA
13994,235,4,2017-08-10,FL,NA,NA,12,0,3,0,NA,NA,NA,NA,NA,NA,5,0
13995,127,43,2017-08-10,FL,NA,NA,109,0,NA,NA,NA,NA,NA,NA,NA,NA,9,0
13996,14,2,2017-08-10,FL,0,2,NA,NA,12,5,NA,NA,NA,NA,NA,NA,NA,NA
13997,202,2,2017-08-10,FL,NA,NA,NA,NA,NA,NA,NA,NA,0,18,8,40,NA,NA
13998,154,5,2017-07-21,FL,NA,NA,NA,NA,NA,NA,22,0,NA,NA,NA,NA,NA,NA
13999,268,3,2017-08-10,FL,0,15,20,5,NA,NA,NA,NA,NA,NA,NA,NA,20,0
14e3,154,4,2017-08-10,FL,NA,NA,NA,NA,NA,NA,NA,NA,8,17,NA,NA,NA,NA
14001,47,9,2017-08-10,FL,NA,NA,49,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14002,122,12,2017-08-09,AL,NA,NA,29,16,1,0,NA,NA,NA,NA,NA,NA,22,0
14003,122,9,2017-08-10,AL,NA,NA,20,3,NA,NA,NA,NA,NA,NA,NA,NA,11,0
14004,214,4,2017-08-10,FL,0,3,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA
14005,86,6,2017-08-10,FL,2,11,60,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1
14006,43,5,2017-08-10,FL,NA,NA,36,0,2,2,NA,NA,NA,NA,NA,NA,6,5
14007,14,5,2017-08-10,FL,0,4,16,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14008,200,7,2017-08-08,FL,0,2,70,3,9,0,NA,NA,NA,NA,NA,NA,1,0
14009,200,7,2017-08-10,FL,NA,NA,4,1,1,1,NA,NA,NA,NA,NA,NA,0,1
14010,121,4,2017-08-10,AL,NA,NA,18,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14011,185,3,2017-08-09,FL,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
14012,84,7,2017-08-10,FL,NA,NA,NA,NA,6,0,NA,NA,NA,NA,NA,NA,NA,NA
14013,185,2,2017-08-10,FL,NA,NA,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA
14014,185,3,2017-08-11,FL,NA,NA,15,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14016,156,4,2017-08-11,FL,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA
14017,47,10,2017-08-11,FL,NA,NA,88,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14018,52,6,2017-08-11,AL,0,22,0,2,0,1,0,1,NA,NA,NA,NA,NA,NA
14019,54,5,2017-08-11,FL,NA,NA,51,8,5,0,NA,NA,NA,NA,NA,NA,NA,NA
14022,214,5,2017-08-11,FL,0,4,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA
14023,266,6,2017-08-11,FL,NA,NA,NA,NA,NA,NA,NA,NA,0,10,20,5,NA,NA
14024,43,8,2017-08-11,FL,NA,NA,39,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14025,57,13,2017-08-11,AL,0,42,112,0,NA,NA,4,0,NA,NA,NA,NA,NA,NA
14026,14,4,2017-08-11,FL,0,2,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14027,71,9,2017-08-11,FL,NA,NA,68,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14028,200,9,2017-08-11,FL,NA,NA,90,6,6,0,NA,NA,NA,NA,NA,NA,1,0
14029,74,8,2017-08-11,AL,NA,NA,25,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA
14030,235,6,2017-08-11,FL,NA,NA,40,6,1,0,NA,NA,NA,NA,NA,NA,4,0
14031,86,6,2017-08-11,FL,1,16,12,16,3,2,NA,NA,NA,NA,NA,NA,NA,NA
14033,202,5,2017-08-11,FL,1,40,0,15,NA,NA,NA,NA,12,25,NA,NA,NA,NA
14034,194,2,2017-08-11,FL,NA,NA,NA,NA,NA,NA,NA,NA,1,20,NA,NA,NA,NA
14035,159,6,2017-08-06,FL,NA,NA,NA,NA,NA,NA,NA,NA,12,37,NA,NA,NA,NA
14036,156,2,2017-08-12,FL,NA,NA,NA,NA,NA,NA,14,0,NA,NA,NA,NA,NA,NA
14037,121,4,2017-08-12,AL,NA,NA,40,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14038,110,6,2017-08-10,AL,NA,NA,NA,NA,NA,NA,92,0,NA,NA,NA,NA,NA,NA
14040,14,5,2017-08-12,FL,0,14,42,6,1,0,NA,NA,NA,NA,NA,NA,0,5
14041,133,5,2017-08-12,FL,10,12,NA,NA,NA,NA,NA,NA,0,25,NA,NA,NA,NA
14042,194,6,2017-08-12,FL,NA,NA,NA,NA,NA,NA,NA,NA,1,30,NA,NA,NA,NA
14043,84,7,2017-08-12,FL,NA,NA,38,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA
14044,235,6,2017-08-12,FL,NA,NA,20,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA
14046,27,6,2017-08-12,FL,0,5,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14047,37,8,2017-08-12,AL,2,29,46,0,1,0,NA,NA,NA,NA,NA,NA,30,0
14050,210,9,2017-08-12,FL,NA,NA,2,0,NA,NA,35,2,8,21,6,0,NA,NA
14051,27,4,2017-08-12,FL,0,10,10,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0
14052,54,5,2017-08-12,FL,0,8,38,5,7,0,NA,NA,NA,NA,NA,NA,NA,NA
14053,246,4,2017-08-12,FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14054,246,6,2017-08-12,FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14055,71,10,2017-08-12,FL,NA,NA,51,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14056,159,4,2017-08-12,FL,NA,NA,NA,NA,NA,NA,NA,NA,8,127,NA,NA,NA,NA
14057,200,11,2017-08-12,FL,4,7,15,4,NA,NA,NA,NA,NA,NA,NA,NA,16,0
14058,195,6,2017-08-12,FL,2,17,60,17,NA,NA,NA,NA,NA,NA,NA,NA,37,2
14059,100,6,2017-08-08,AL,NA,NA,9,0,1,0,4,0,NA,NA,NA,NA,NA,NA
14060,100,2,2017-08-13,AL,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA
14061,192,6,2017-08-13,FL,NA,NA,NA,NA,NA,NA,NA,NA,3,30,NA,NA,NA,NA
14062,127,30,2017-08-13,FL,NA,NA,109,29,NA,NA,NA,NA,NA,NA,NA,NA,2,0
14063,14,2,2017-08-13,FL,0,3,17,7,2,0,NA,NA,NA,NA,NA,NA,NA,NA
14064,71,10,2017-08-13,FL,NA,NA,53,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14065,199,3,2017-08-13,FL,NA,NA,NA,NA,NA,NA,NA,NA,1,15,NA,NA,NA,NA
14068,200,6,2017-08-13,FL,NA,NA,60,0,NA,NA,NA,NA,NA,NA,NA,NA,2,0
14069,214,5,2017-08-13,FL,1,5,23,0,NA,NA,NA,NA,NA,NA,NA,NA,5,0
14070,266,3,2017-08-13,FL,NA,NA,NA,NA,NA,NA,NA,NA,2,12,NA,NA,NA,NA
14071,246,3,2017-08-13,FL,NA,NA,NA,NA,NA,NA,NA,NA,5,25,NA,NA,NA,NA
14072,100,3,2017-08-13,AL,NA,NA,2,0,1,0,1,0,NA,NA,NA,NA,NA,NA
14073,188,6,2017-08-05,FL,2,14,58,9,NA,NA,NA,NA,NA,NA,NA,NA,16,0
14074,188,5,2017-08-10,FL,NA,NA,44,6,5,0,NA,NA,NA,NA,NA,NA,13,0
14075,188,11,2017-08-12,FL,0,21,96,9,NA,NA,NA,NA,NA,NA,NA,NA,11,2
14076,218,7,2017-08-14,FL,NA,NA,12,0,1,0,NA,NA,1,0,NA,NA,2,0
14077,34,8,2017-08-14,FL,3,19,18,11,1,0,NA,NA,NA,NA,NA,NA,6,2
14078,202,4,2017-08-14,FL,NA,NA,NA,NA,NA,NA,NA,NA,0,10,10,25,NA,NA
14079,7,4,2017-08-14,FL,NA,NA,15,5,NA,NA,NA,NA,NA,NA,NA,NA,1,0
14080,200,3,2017-08-14,FL,NA,NA,19,1,3,0,NA,NA,NA,NA,NA,NA,6,1
14081,52,4,2017-08-14,AL,0,18,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA
14083,266,5,2017-08-14,FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,2,NA,NA
14084,214,6,2017-08-14,FL,0,5,15,4,NA,NA,NA,NA,NA,NA,NA,NA,5,0
14085,54,5,2017-08-14,FL,0,6,50,8,3,0,NA,NA,NA,NA,NA,NA,NA,NA
14086,110,7,2017-08-14,AL,NA,NA,NA,NA,NA,NA,27,1,NA,NA,NA,NA,NA,NA
14087,241,4,2017-08-14,FL,NA,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,14,0
14088,121,4,2017-08-14,AL,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14089,86,5,2017-08-14,FL,1,16,50,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14090,14,4,2017-08-14,FL,0,7,60,9,NA,NA,NA,NA,NA,NA,NA,NA,6,0
14091,57,8,2017-08-14,AL,0,6,64,0,NA,NA,NA,NA,1,0,NA,NA,17,0
14092,120,10,2017-08-14,AL,0,8,90,15,1,0,NA,NA,NA,NA,NA,NA,11,0
14093,50,12,2017-08-14,AL,0,15,20,0,1,0,NA,NA,NA,NA,NA,NA,1,0
14094,246,5,2017-08-15,FL,NA,NA,NA,NA,NA,NA,26,25,NA,NA,NA,NA,NA,NA
14095,241,2,2017-08-15,FL,NA,NA,5,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA
14096,185,3,2017-08-15,FL,NA,NA,30,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14097,154,4,2017-08-15,FL,NA,NA,NA,NA,NA,NA,15,19,NA,NA,NA,NA,NA,NA
14098,158,4,2017-08-15,FL,NA,NA,NA,NA,NA,NA,NA,NA,1,26,10,18,NA,NA
14099,43,7,2017-08-15,FL,NA,NA,70,10,2,0,NA,NA,NA,NA,NA,NA,NA,NA
14100,86,4,2017-08-15,FL,NA,NA,26,17,1,0,NA,NA,NA,NA,NA,NA,NA,NA
14101,199,5,2017-08-15,FL,NA,NA,NA,NA,NA,NA,15,0,NA,NA,NA,NA,NA,NA
14102,194,6,2017-08-15,FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14103,218,7,2017-08-15,FL,0,16,53,18,NA,NA,NA,NA,NA,NA,NA,NA,2,6
14104,235,6,2017-08-15,FL,NA,NA,45,10,3,0,NA,NA,NA,NA,NA,NA,NA,NA
14105,71,14,2017-08-15,FL,NA,NA,57,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14106,233,4,2017-08-15,FL,NA,NA,35,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA
14107,24,8,2017-08-15,FL,NA,NA,78,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14108,200,6,2017-08-15,FL,2,13,60,3,1,0,NA,NA,NA,NA,NA,NA,22,0
14110,201,1,2017-08-15,FL,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA
14111,110,9,2017-08-15,AL,NA,NA,NA,NA,NA,NA,24,6,NA,NA,NA,NA,NA,NA
14112,52,4,2017-08-15,AL,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14113,120,4,2017-08-16,AL,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14114,100,6,2017-08-15,AL,1,3,30,0,5,0,4,0,1,0,NA,NA,30,0
14115,13,6,2017-08-16,FL,0,9,46,11,1,0,NA,NA,NA,NA,NA,NA,25,0
14116,72,4,2017-08-16,AL,0,2,3,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA
14117,13,4,2017-08-15,FL,2,19,36,17,NA,NA,NA,NA,NA,NA,NA,NA,9,0
14118,100,5,2017-08-16,AL,NA,NA,8,0,2,0,6,0,NA,NA,NA,NA,NA,NA
14119,13,5,2017-08-16,FL,0,9,24,2,2,0,NA,NA,NA,NA,NA,NA,3,0
14120,52,2,2017-08-16,AL,NA,NA,NA,NA,5,4,4,0,NA,NA,NA,NA,NA,NA
14121,19,5,2017-08-10,AL,NA,NA,25,0,1,3,12,0,NA,NA,NA,NA,NA,NA
14122,86,11,2017-08-16,FL,NA,NA,68,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14123,19,4,2017-08-16,AL,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14124,218,6,2017-08-16,FL,0,7,18,8,NA,NA,NA,NA,NA,NA,NA,NA,1,8
14125,195,4,2017-08-16,FL,0,22,30,10,NA,NA,NA,NA,NA,NA,NA,NA,3,0
14126,241,6,2017-08-16,FL,NA,NA,20,6,NA,NA,NA,NA,NA,NA,NA,NA,23,5
14127,202,3,2017-08-16,FL,NA,NA,NA,NA,NA,NA,NA,NA,7,18,10,15,NA,NA
14128,214,4,2017-08-16,FL,NA,NA,NA,NA,8,0,NA,NA,NA,NA,NA,NA,NA,NA
14129,235,5,2017-08-16,FL,NA,NA,12,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14130,110,7,2017-08-16,AL,NA,NA,NA,NA,NA,NA,48,6,NA,NA,NA,NA,NA,NA
14131,34,2,2017-08-16,FL,13,28,25,14,2,0,NA,NA,NA,NA,NA,NA,7,11
14132,194,3,2017-08-16,FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14133,14,5,2017-08-16,FL,NA,NA,14,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA
14136,233,3,2017-08-16,FL,NA,NA,20,0,NA,NA,NA,NA,NA,NA,NA,NA,25,0
14137,241,6,2017-08-17,FL,NA,NA,NA,NA,7,1,NA,NA,NA,NA,NA,NA,NA,NA
14138,211,2,2017-08-17,FL,NA,NA,NA,NA,NA,NA,14,0,NA,NA,NA,NA,NA,NA
14139,34,7,2017-08-17,FL,6,21,26,9,1,0,NA,NA,NA,NA,NA,NA,26,8
14141,194,2,2017-08-17,FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14142,54,10,2017-08-17,FL,0,6,85,15,2,0,NA,NA,NA,NA,NA,NA,NA,NA
14143,200,8,2017-08-17,FL,0,2,80,0,5,0,NA,NA,NA,NA,NA,NA,12,9
14144,14,6,2017-08-17,FL,NA,NA,40,0,2,0,NA,NA,NA,NA,NA,NA,1,0
14145,201,4,2017-08-17,FL,NA,NA,NA,NA,NA,NA,NA,NA,6,5,NA,NA,NA,NA
14146,241,8,2017-08-17,FL,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA
14148,266,2,2017-08-18,FL,NA,NA,16,2,NA,NA,NA,NA,2,20,3,0,NA,NA
14148,266,2,2017-08-18,FL,NA,NA,16,2,NA,NA,NA,NA,2,20,3,0,NA,NA
14149,241,5,2017-08-18,FL,NA,NA,NA,NA,9,5,1,0,NA,NA,NA,NA,NA,NA
14150,14,6,2017-08-18,FL,0,1,28,9,2,2,NA,NA,NA,NA,NA,NA,2,0
14151,52,4,2017-08-18,AL,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14153,19,3,2017-08-18,AL,NA,NA,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14155,202,3,2017-08-18,FL,0,30,NA,NA,NA,NA,NA,NA,8,25,NA,NA,NA,NA
14156,47,9,2017-08-12,FL,NA,NA,12,0,NA,NA,NA,NA,NA,NA,NA,NA,6,0
14157,47,10,2017-08-18,FL,NA,NA,31,2,NA,NA,NA,NA,NA,NA,NA,NA,5,0
14158,214,5,2017-08-18,FL,0,2,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14159,200,10,2017-08-18,FL,1,15,77,0,6,0,NA,NA,NA,NA,NA,NA,30,9
14160,127,22,2017-08-18,FL,NA,NA,79,29,NA,NA,NA,NA,NA,NA,NA,NA,9,0
14161,192,3,2017-08-18,FL,NA,NA,NA,NA,NA,NA,NA,NA,6,25,NA,NA,NA,NA
14162,201,3,2017-08-18,FL,0,37,NA,NA,NA,NA,NA,NA,4,18,NA,NA,NA,NA
14163,110,10,2017-08-18,AL,NA,NA,NA,NA,1,0,82,9,NA,NA,NA,NA,NA,NA
14164,120,9,2017-08-18,AL,0,9,22,0,NA,NA,NA,NA,NA,NA,NA,NA,22,0
14165,246,6,2017-08-18,FL,NA,NA,NA,NA,NA,NA,NA,NA,5,35,NA,NA,NA,NA
14168,37,15,2017-08-16,AL,2,29,143,12,2,0,NA,NA,NA,NA,NA,NA,5,0
14169,68,6,2017-08-08,FL,NA,NA,60,0,NA,NA,NA,NA,NA,NA,NA,NA,10,0
14170,68,6,2017-08-08,FL,NA,NA,38,0,NA,NA,NA,NA,NA,NA,NA,NA,13,0
14171,68,8,2017-08-13,FL,NA,NA,30,0,10,0,NA,NA,NA,NA,NA,NA,10,0
14172,68,6,2017-08-16,FL,0,23,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14173,68,8,2017-08-16,FL,0,10,70,0,8,0,NA,NA,NA,NA,NA,NA,23,0
14174,68,6,2017-08-17,FL,NA,NA,NA,NA,7,0,NA,NA,NA,NA,NA,NA,NA,NA
14175,68,6,2017-08-18,FL,NA,NA,NA,NA,14,0,NA,NA,NA,NA,NA,NA,NA,NA
14176,156,5,2017-08-19,FL,NA,NA,NA,NA,NA,NA,6,0,NA,NA,NA,NA,NA,NA
14178,13,5,2017-08-19,FL,NA,NA,26,0,NA,NA,NA,NA,NA,NA,NA,NA,30,0
14179,241,6,2017-08-19,FL,0,12,32,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0
14180,246,4,2017-08-19,FL,NA,NA,NA,NA,NA,NA,15,0,NA,NA,NA,NA,NA,NA
14181,214,5,2017-08-19,FL,NA,NA,22,6,12,4,NA,NA,NA,NA,NA,NA,NA,NA
14182,47,9,2017-08-19,FL,NA,NA,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14183,7,5,2017-08-19,FL,NA,NA,40,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14184,52,6,2017-08-19,AL,0,16,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA
14185,188,4,2017-08-19,FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14187,19,5,2017-08-19,AL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14188,14,4,2017-08-19,FL,0,1,55,3,NA,NA,NA,NA,NA,NA,NA,NA,3,0
14189,86,10,2017-08-19,FL,NA,NA,28,14,NA,NA,NA,NA,1,0,NA,NA,5,3
14190,201,4,2017-08-19,FL,0,27,NA,NA,NA,NA,NA,NA,9,21,NA,NA,NA,NA
14191,194,3,2017-08-19,FL,NA,NA,NA,NA,NA,NA,NA,NA,2,30,NA,NA,NA,NA
14192,209,8,2017-08-19,FL,3,25,NA,NA,NA,NA,NA,NA,11,6,NA,NA,NA,NA
14194,154,5,2017-08-18,FL,0,19,NA,NA,NA,NA,NA,NA,9,24,NA,NA,NA,NA
14196,37,11,2017-08-19,AL,2,41,46,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA
14197,266,5,2017-08-19,FL,NA,NA,NA,NA,NA,NA,NA,NA,0,12,26,1,NA,NA
14199,68,6,2017-08-19,FL,NA,NA,60,4,8,0,NA,NA,NA,NA,NA,NA,10,0
14200,110,7,2017-08-19,AL,NA,NA,NA,NA,NA,NA,119,4,NA,NA,NA,NA,NA,NA
14201,71,10,2017-08-19,FL,NA,NA,37,7,NA,NA,NA,NA,NA,NA,NA,NA,53,0
14203,120,8,2017-08-19,AL,1,24,7,3,2,0,NA,NA,NA,NA,NA,NA,16,0
14205,188,4,2017-08-19,FL,2,15,16,6,1,0,NA,NA,NA,NA,NA,NA,35,0
14206,210,12,2017-08-19,FL,NA,NA,NA,NA,NA,NA,NA,NA,1,5,8,0,NA,NA
14207,235,5,2017-08-19,FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14209,47,12,2017-08-19,FL,1,5,35,5,NA,NA,NA,NA,NA,NA,NA,NA,17,2
14210,242,6,2017-08-19,FL,NA,NA,NA,NA,NA,NA,NA,NA,12,35,NA,NA,NA,NA
14211,156,3,2017-08-20,FL,NA,NA,NA,NA,NA,NA,11,0,NA,NA,NA,NA,NA,NA
14213,242,5,2017-08-20,FL,NA,NA,NA,NA,NA,NA,1,0,1,14,17,40,NA,NA
14214,74,9,2017-08-20,AL,NA,NA,46,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA
14216,127,20,2017-08-20,FL,NA,NA,69,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14217,86,10,2017-08-20,FL,2,6,12,0,NA,NA,NA,NA,NA,NA,NA,NA,12,0
14218,217,6,2017-08-20,FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14218,217,6,2017-08-20,FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14219,34,11,2017-08-20,FL,8,11,54,20,3,0,NA,NA,NA,NA,NA,NA,NA,NA
14220,100,3,2017-08-17,AL,1,5,2,0,1,0,NA,NA,4,0,NA,NA,30,0
14221,100,6,2017-08-18,AL,0,12,21,0,4,0,4,0,NA,NA,NA,NA,NA,NA
14222,34,6,2017-08-21,FL,3,18,52,17,2,0,NA,NA,NA,NA,NA,NA,21,7
14223,242,5,2017-08-21,FL,NA,NA,NA,NA,NA,NA,NA,NA,1,18,10,20,NA,NA
14224,194,2,2017-08-21,FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14225,100,6,2017-08-21,AL,NA,NA,25,0,6,4,5,0,NA,NA,NA,NA,NA,NA
14226,47,12,2017-08-21,FL,NA,NA,86,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14227,57,7,2017-08-21,AL,0,35,28,0,5,2,1,0,NA,NA,NA,NA,NA,NA
14228,201,4,2017-08-21,FL,NA,NA,NA,NA,NA,NA,NA,NA,3,25,NA,NA,NA,NA
14229,157,6,2017-06-19,FL,12,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14230,157,6,2017-06-24,FL,12,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14231,192,2,2017-08-22,FL,NA,NA,NA,NA,NA,NA,NA,NA,0,30,NA,NA,NA,NA
14232,84,7,2017-08-22,FL,NA,NA,27,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0
14233,235,4,2017-08-22,FL,NA,NA,10,2,3,0,NA,NA,NA,NA,NA,NA,NA,NA
14236,14,2,2017-08-22,FL,NA,NA,14,6,1,0,NA,NA,NA,NA,NA,NA,6,0
14237,214,3,2017-08-22,FL,0,2,NA,NA,10,2,NA,NA,NA,NA,NA,NA,NA,NA
14238,71,6,2017-08-22,FL,NA,NA,21,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14239,202,4,2017-08-22,FL,0,5,NA,NA,NA,NA,NA,NA,0,18,11,30,NA,NA
14240,68,8,2017-08-22,FL,0,5,60,0,1,0,NA,NA,1,0,NA,NA,48,8
14241,154,5,2017-08-19,FL,0,16,NA,NA,NA,NA,NA,NA,7,18,NA,NA,NA,NA
14242,154,5,2017-08-22,FL,0,26,NA,NA,NA,NA,NA,NA,6,34,NA,NA,NA,NA
14243,72,14,2017-08-22,AL,NA,NA,60,0,NA,NA,NA,NA,NA,NA,NA,NA,15,0
14244,201,2,2017-08-22,FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14245,43,4,2017-08-22,FL,NA,NA,36,0,9,3,NA,NA,NA,NA,NA,NA,NA,NA
14246,43,2,2017-08-20,FL,NA,NA,NA,NA,8,0,NA,NA,NA,NA,NA,NA,NA,NA
14247,34,4,2017-08-22,FL,3,13,17,7,3,2,NA,NA,NA,NA,NA,NA,27,6
14248,86,7,2017-08-22,FL,1,26,35,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14249,214,3,2017-08-23,FL,NA,NA,NA,NA,7,2,NA,NA,NA,NA,NA,NA,NA,NA
14250,211,3,2017-08-23,FL,0,5,NA,NA,NA,NA,NA,NA,0,16,NA,NA,NA,NA
14251,14,6,2017-08-23,FL,0,2,21,1,5,0,NA,NA,NA,NA,NA,NA,9,0
14254,43,9,2017-08-23,FL,NA,NA,80,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14255,241,10,2017-08-23,FL,0,14,30,4,1,0,NA,NA,NA,NA,NA,NA,2,0
14256,218,6,2017-08-23,FL,0,12,8,6,NA,NA,NA,NA,NA,NA,NA,NA,4,6
14257,246,4,2017-08-23,FL,NA,NA,NA,NA,NA,NA,NA,NA,9,35,NA,NA,NA,NA
14258,202,5,2017-08-23,FL,NA,NA,NA,NA,NA,NA,2,12,9,15,NA,NA,NA,NA
14260,233,4,2017-08-24,FL,NA,NA,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14261,110,4,2017-08-23,AL,NA,NA,NA,NA,NA,NA,70,14,NA,NA,NA,NA,NA,NA
14262,120,7,2017-08-24,AL,NA,NA,70,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA
14264,241,8,2017-08-24,FL,NA,NA,NA,NA,6,0,1,0,NA,NA,NA,NA,NA,NA
14265,127,20,2017-08-24,FL,NA,NA,66,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14266,54,7,2017-08-24,FL,NA,NA,5,15,8,1,NA,NA,NA,NA,NA,NA,20,2
14267,266,6,2017-08-24,FL,NA,NA,NA,NA,NA,NA,NA,NA,7,18,NA,NA,NA,NA
14270,156,2,2017-08-25,FL,NA,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA
14272,218,8,2017-08-25,FL,NA,NA,27,5,NA,NA,NA,NA,NA,NA,NA,NA,4,0
14273,14,4,2017-08-25,FL,NA,NA,NA,NA,9,0,1,0,NA,NA,NA,NA,NA,NA
14274,72,17,2017-08-25,AL,NA,NA,70,0,NA,NA,NA,NA,NA,NA,NA,NA,5,0
14275,43,7,2017-08-25,FL,NA,NA,63,12,2,0,NA,NA,NA,NA,NA,NA,25,0
14276,266,6,2017-08-25,FL,NA,NA,2,5,NA,NA,NA,NA,3,19,2,1,NA,NA
14277,110,8,2017-08-25,AL,NA,NA,90,0,NA,NA,NA,NA,NA,NA,NA,NA,11,0
14278,47,10,2017-08-25,FL,NA,NA,70,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14280,100,6,2017-08-25,AL,NA,NA,53,0,2,3,8,0,NA,NA,NA,NA,NA,NA
